year,provider_state,provider_type,hcpcs_code,hcpcs_description,place_of_service,line_count,provider_count,beneficiaries,services,estimated_medicare_payment,average_services_per_beneficiary,average_charge_to_allowed_ratio
2024,IN,Optometry,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,1,1,41,41.0,2533.399999982,1.0,2.044598760490943
2024,IL,Certified Registered Nurse Anesthetist (CRNA),99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,1,1,21,28.0,2518.7000000119997,1.3333333333333333,1.6280600569922559
2023,IN,Orthopedic Surgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,2,2,23,25.0,2516.59999998,1.0833333333333335,1.9130347761923714
2023,IL,Gynecological Oncology,99203,"New patient office or other outpatient visit, 30-44 minutes",O,2,2,29,29.0,2491.9799999979996,1.0,2.776329803390614
2023,IL,Emergency Medicine,99204,"New patient office or other outpatient visit, 45-59 minutes",F,2,2,23,23.0,2471.57999996,1.0,3.1150852935457314
2024,IL,Maxillofacial Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,1,1,21,27.0,2460.169999989,1.2857142857142858,2.698329560958897
2024,IL,Interventional Radiology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,3,3,46,47.0,2450.209999999,1.0277777777777777,2.768866251895011
2023,IN,Preventive Medicine,99203,"New patient office or other outpatient visit, 30-44 minutes",O,2,2,31,31.0,2449.2799999960002,1.0,2.234744055898507
2023,IN,Physical Medicine and Rehabilitation,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,2,2,29,124.0,2436.590000032,3.965686274509804,7.826736259451642
2024,IN,Plastic and Reconstructive Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,1,1,33,37.0,2434.710000001,1.121212121212121,2.7783785082518646
2024,IL,Obstetrics & Gynecology,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,1,1,13,139.0,2427.230000009,10.692307692307692,3.9999872103520047
2024,IN,Cardiac Surgery,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,2,2,24,24.0,2424.31,1.0,2.7845964116888613
2024,IL,Endocrinology,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,1,1,23,125.0,2404.5299999999997,5.434782608695652,2.4340824868698183
2024,IN,Infectious Disease,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,3,3,41,41.0,2403.640000012,1.0,2.2141653979340807
2023,IN,Interventional Radiology,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,2,2,25,33.0,2396.46,1.2954545454545454,2.117388919363686
2024,IL,Critical Care (Intensivists),99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",O,1,1,26,41.0,2392.559999991,1.5769230769230769,3.1538461538472045
2023,IL,Diagnostic Radiology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,1,1,18,20.0,2383.0,1.1111111111111112,2.0795720494817784
2024,IL,Osteopathic Manipulative Medicine,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,2,2,31,31.0,2301.669999993,1.0,1.9019334313763823
2024,IN,Family Practice,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,3,3,41,41.0,2287.499999995,1.0,2.583558910817979
2024,IL,Maxillofacial Surgery,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,2,2,23,23.0,2287.170000046,1.0,1.1153526756236938
2023,IL,Undefined Physician type,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,1,1,16,16.0,2283.9,1.0,1.83498297777252
2023,IN,Interventional Radiology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,2,2,39,39.0,2261.07000001,1.0,2.801296729323924
2024,IN,Hospitalist,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,2,2,47,47.0,2261.04,1.0,2.4464795110815665
2023,IN,Pediatric Medicine,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,1,1,29,46.0,2259.06,1.5862068965517242,2.5308241401687215
2024,IL,Preventive Medicine,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,1,1,30,35.0,2245.480000015,1.1666666666666667,2.8695319474556817
2023,IN,Family Practice,99203,"New patient office or other outpatient visit, 30-44 minutes",F,2,2,38,38.0,2228.400000008,1.0,1.914536015381937
2024,IL,Hospice and Palliative Care,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,1,1,12,29.0,2171.1699999859998,2.4166666666666665,3.1287499312042564
2023,IN,Pediatric Medicine,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,28,30.0,2164.8399999900003,1.0714285714285714,2.3694776179523376
2024,IL,Critical Care (Intensivists),93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,2,2,208,212.0,2162.7499999310003,1.0105820105820107,4.492206650955207
2023,IL,Pulmonary Disease,99285,Emergency department visit with high level of medical decision making,F,1,1,13,13.0,2161.88000002,1.0,5.175276603369258
2023,IL,Hospice and Palliative Care,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,2,2,24,40.0,2155.970000002,1.6713286713286712,1.6618337339416347
2024,IL,Medical Oncology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,2,2,36,36.0,2152.140000002,1.0,5.089175157355429
2023,IN,Interventional Pain Management,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,1,1,40,52.0,2146.15000002,1.3,1.8277947080264507
2023,IN,Radiation Oncology,99203,"New patient office or other outpatient visit, 30-44 minutes",O,1,1,26,26.0,2144.48,1.0,2.657004830917874
2024,IN,Hand Surgery,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,22,35.0,2098.18999999,1.5909090909090908,3.345635978370404
2023,IL,Interventional Radiology,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,19,28.0,2092.419999992,1.4736842105263157,5.204551546014961
2023,IN,Nephrology,99285,Emergency department visit with high level of medical decision making,F,1,1,16,16.0,2091.04,1.0,2.261781381454612
2023,IN,General Practice,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,1,1,20,20.0,2063.14,1.0,2.27103615055497
2024,IL,Geriatric Medicine,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,2,2,34,34.0,2049.160000003,1.0,2.322144447306897
2024,IN,Hematopoietic Cell Transplantation and Cellular Therapy,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,1,1,40,46.0,2045.7999999780002,1.15,2.946619217069267
2024,IN,Medical Genetics and Genomics,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,1,1,17,17.0,2040.2800000299999,1.0,1.670596186449474
2023,IL,Certified Registered Nurse Anesthetist (CRNA),99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,21,21.0,2035.990000002,1.0,4.4088330010734555
2023,IL,Clinical Cardiac Electrophysiology,99285,Emergency department visit with high level of medical decision making,F,1,1,16,16.0,2009.85,1.0,3.376740280714229
2023,IL,Hospice and Palliative Care,99204,"New patient office or other outpatient visit, 45-59 minutes",O,1,1,15,15.0,1998.64000005,1.0,2.832114495939701
2023,IL,Interventional Radiology,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,2,2,35,39.0,1997.579999988,1.1079545454545454,1.954909788929505
2024,IL,Diagnostic Radiology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,1,1,21,21.0,1962.0999999929998,1.0,4.472996565224517
2023,IL,Hand Surgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,1,1,15,16.0,1950.88,1.0666666666666667,2.428937175868181
2023,IL,Osteopathic Manipulative Medicine,99203,"New patient office or other outpatient visit, 30-44 minutes",O,2,2,23,23.0,1941.1599999999999,1.0,1.8681784416925598
2024,IL,Plastic and Reconstructive Surgery,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,23,33.0,1940.909999985,1.434782608695652,2.084411821513221
2023,IN,Orthopedic Surgery,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,5,5,193,194.0,1936.6299999992,1.0032258064516129,4.458204016622804
2023,IN,Hematopoietic Cell Transplantation and Cellular Therapy,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,1,1,24,26.0,1919.509999992,1.0833333333333333,1.9799336657099307
2024,IL,Osteopathic Manipulative Medicine,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,1,1,24,28.0,1908.6200000000001,1.1666666666666667,1.015092148054801
2024,IL,Adult Congenital Heart Disease,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,1,1,19,19.0,1883.920000009,1.0,2.637920533298599
2023,IL,Adult Congenital Heart Disease,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,1,1,22,25.0,1880.35,1.1363636363636365,2.080673648691906
2023,IL,Adult Congenital Heart Disease,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,1,1,35,40.0,1876.97,1.1428571428571428,2.0420207315792713
2023,IL,General Practice,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,7,7,171,191.0,1869.9900000037,1.1283917340521115,4.757167813239503
2023,IN,Plastic and Reconstructive Surgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,22,26.0,1857.750000002,1.1818181818181819,2.693039115355135
2023,IL,Dentist,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,28,28.0,1834.920000004,1.0,5.655222250658791
2024,IN,Nuclear Medicine,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,1,1,13,16.0,1830.11,1.2307692307692308,1.62026391198217
2023,IN,Neurosurgery,99285,Emergency department visit with high level of medical decision making,F,1,1,14,14.0,1829.6599999999999,1.0,2.956776199475706
2023,IL,Certified Clinical Nurse Specialist,99203,"New patient office or other outpatient visit, 30-44 minutes",F,2,2,39,39.0,1822.540000006,1.0,4.210800812588858
2023,IN,Interventional Radiology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,1,1,13,15.0,1822.38,1.1538461538461537,4.487907241811882
2024,IL,Sleep Medicine,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,36,36.0,1821.890000016,1.0,1.5901026486209857
2023,IL,Critical Care (Intensivists),99203,"New patient office or other outpatient visit, 30-44 minutes",F,2,2,28,28.0,1820.02,1.0,3.390657895548045
2023,IN,Neurosurgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,2,2,40,42.0,1819.549999993,1.0520833333333335,2.313050488758759
2024,IL,Peripheral Vascular Disease,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,1,1,11,12.0,1813.6100000400002,1.0909090909090908,2.246793530507353
2024,IL,Oral Surgery (Dentist only),99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,1,1,16,16.0,1809.65,1.0,1.3269709701336476
2024,IN,Orthopedic Surgery,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,5,5,190,191.0,1800.5100000066,1.0050000000000001,4.5944342392713775
2023,IL,Sports Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,2,2,26,28.0,1798.0,1.0787878787878786,2.7963685846725888
2023,IL,General Practice,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,27,27.0,1790.1,1.0,4.5278918135716015
2024,IL,Hematology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,2,2,37,40.0,1785.750000004,1.0839160839160837,3.9001202251277114
2023,IN,Allergy/ Immunology,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,14,24.0,1783.44,1.7142857142857142,3.5965101249461435
2024,IL,Psychiatry,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,1,1,23,23.0,1781.269999997,1.0,3.266944652998703
2024,IN,Oral Surgery (Dentist only),99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,1,1,24,30.0,1780.8,1.25,4.364377984878843
2023,IN,Hospice and Palliative Care,99204,"New patient office or other outpatient visit, 45-59 minutes",O,1,1,20,20.0,1775.3999999999999,1.0,1.3407374700670691
2024,IN,Radiation Oncology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,2,2,32,32.0,1763.9100000059998,1.0,3.8706315875170745
2024,IN,Physical Therapist in Private Practice,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",F,1,1,17,83.0,1762.5600000329998,4.882352941176471,1.8759521022049261
2024,IL,Nephrology,99285,Emergency department visit with high level of medical decision making,F,1,1,11,11.0,1752.4900000300001,1.0,5.103718344109423
2023,IL,Neurosurgery,99285,Emergency department visit with high level of medical decision making,F,1,1,11,12.0,1751.04,1.0909090909090908,3.8961688961506957
2024,IN,Undersea and Hyperbaric Medicine,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,1,1,20,20.0,1744.53,1.0,2.9497050294970504
2023,IN,Hospitalist,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",O,1,1,19,30.0,1730.67999999,1.5789473684210527,5.715400914464146
2023,IL,Obstetrics & Gynecology,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,1,1,14,99.0,1714.7500000290001,7.071428571428571,3.9504837236558603
2023,IL,Certified Clinical Nurse Specialist,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,18,18.0,1714.32,1.0,3.011544252969717
2023,IN,Pediatric Medicine,99204,"New patient office or other outpatient visit, 45-59 minutes",O,1,1,16,16.0,1711.55,1.0,1.8972165129136593
2023,IN,Radiation Oncology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,28,28.0,1711.08,1.0,4.015645371577575
2024,IL,Adult Congenital Heart Disease,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,1,1,29,32.0,1685.78,1.103448275862069,2.0659529849174443
2024,IL,Pathology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,1,1,16,16.0,1681.6,1.0,1.7360321431278902
2024,IN,Surgical Oncology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,2,2,30,30.0,1680.570000008,1.0,2.0393799374624564
2024,IN,Preventive Medicine,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,1,1,20,20.0,1677.23,1.0,3.0927994506089393
2024,IL,Interventional Radiology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,1,1,17,17.0,1677.000000008,1.0,4.574461821493841
2023,IN,Neurosurgery,99203,"New patient office or other outpatient visit, 30-44 minutes",F,2,2,27,27.0,1673.97,1.0,3.1730458135158512
2023,IL,Gynecological Oncology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,2,2,24,24.0,1642.3200000030001,1.0,3.445507892966003
2024,IN,Cardiac Surgery,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,2,2,27,27.0,1622.010000004,1.0,1.8588857320349859
2024,IN,Obstetrics & Gynecology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,2,2,32,32.0,1621.82,1.0,2.112250985650396
2024,IN,Thoracic Surgery,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,1,1,14,15.0,1605.54,1.0714285714285714,2.0917387485298278
2023,IN,Obstetrics & Gynecology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,2,2,31,31.0,1598.829999997,1.0,2.314983991689715
2024,IN,Interventional Radiology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,2,2,31,33.0,1592.51,1.0645833333333332,2.045303984152583
2023,IN,Undersea and Hyperbaric Medicine,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,18,18.0,1582.239999996,1.0,2.847286766257531
2023,IN,Hematology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,26,28.0,1565.490000004,1.0769230769230769,1.2731815941182403
2024,IN,Oral Surgery (Dentist only),99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,1,1,20,20.0,1554.71,1.0,1.124476096364194
2023,IL,Maxillofacial Surgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,1,1,15,17.0,1541.1899999979998,1.1333333333333333,2.655938757228761
2023,IL,Adult Congenital Heart Disease,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,14,14.0,1532.84999994,1.0,2.5620568260781895
2023,IL,Sleep Medicine,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,28,28.0,1531.429999988,1.0,1.7332702861075855
2024,IL,General Practice,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,5,5,135,149.0,1528.4900000196,1.0778968253968253,4.351415469608645
2024,IL,Maxillofacial Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,1,1,13,21.0,1527.2600000070001,1.6153846153846154,5.426099951994131
2024,IN,Sleep Medicine,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,35,35.0,1524.079999995,1.0,2.9905739891531464
2023,IL,Geriatric Medicine,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,15,15.0,1522.81999995,1.0,4.029933402439544
2024,IL,Obstetrics & Gynecology,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,3,3,137,151.0,1509.770000011,1.111111111111111,5.711243376545373
2024,IN,Dentist,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,1,1,14,23.0,1499.589999991,1.6428571428571428,4.237280439244779
2024,IL,Dentist,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,22,22.0,1498.790000004,1.0,6.081321730605693
2024,IN,Rheumatology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,2,2,26,26.0,1485.590000011,1.0,2.2461786740791494
2024,IN,Psychiatry,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,1,1,15,15.0,1484.55,1.0,3.216764655883274
2023,IN,Infectious Disease,99285,Emergency department visit with high level of medical decision making,F,1,1,11,11.0,1471.25,1.0,1.943427330959363
2023,IL,Certified Registered Nurse Anesthetist (CRNA),99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,15,23.0,1471.169999989,1.5333333333333334,1.5502221168114019
2023,IN,Oral Surgery (Dentist only),99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,19,24.0,1469.16,1.263157894736842,4.329328832423866
2024,IN,Oral Surgery (Dentist only),99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,1,1,12,12.0,1465.3299999600001,1.0,1.8657125487480335
2023,IL,Critical Care (Intensivists),93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,1,1,146,149.0,1464.4799999978002,1.0205479452054795,3.3907141576298985
2023,IN,Critical Care (Intensivists),99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,15,15.0,1452.169999995,1.0,1.7808768133365391
2023,IL,Physical Medicine and Rehabilitation,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,2,2,122,123.0,1431.889999992,1.0052631578947369,2.7022944535260645
2024,IN,Pediatric Medicine,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,1,1,14,14.0,1427.8299999600001,1.0,2.8411072707947165
2024,IN,Cardiology,99285,Emergency department visit with high level of medical decision making,F,1,1,11,11.0,1413.28,1.0,2.5550387596899227
2023,IN,Certified Registered Nurse Anesthetist (CRNA),99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,35,35.0,1407.609999985,1.0,1.7398704552710673
2023,IL,Undersea and Hyperbaric Medicine,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,22,22.0,1406.069999994,1.0,2.1083976520213277
2023,IL,Neuropsychiatry,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,20,20.0,1405.5600000000002,1.0,1.5011524977240591
2023,IN,Thoracic Surgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,1,1,14,14.0,1397.280000004,1.0,2.080567793045823
2023,IL,Maxillofacial Surgery,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,13,13.0,1387.66999995,1.0,5.200310888150922
2024,IL,Anesthesiology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",O,1,1,16,23.0,1385.98,1.4375,2.935343117810393
2024,IL,Interventional Pain Management,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,1,1,25,81.0,1371.9799999709999,3.24,3.3075399660842884
2024,IN,Certified Registered Nurse Anesthetist (CRNA),99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,1,1,28,28.0,1370.639999988,1.0,2.083530213470246
2023,IN,Certified Clinical Nurse Specialist,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,27,27.0,1369.790000001,1.0,3.744819749557184
2023,IL,Addiction Medicine,99203,"New patient office or other outpatient visit, 30-44 minutes",O,1,1,31,31.0,1361.449999985,1.0,1.10711468816394
2024,IL,Cardiology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",O,1,1,15,26.0,1358.5,1.7333333333333334,2.568880249568635
2023,IN,Psychiatry,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,23,23.0,1344.419999994,1.0,2.996572917555155
2023,IN,Pediatric Medicine,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,27,27.0,1344.419999991,1.0,2.820691813319533
2023,IN,Colorectal Surgery (Proctology),99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,24,24.0,1340.920000008,1.0,2.7331490560808107
2023,IL,Osteopathic Manipulative Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,13,20.0,1331.8000000000002,1.5384615384615385,4.577042894799905
2024,IN,Hematology-Oncology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",O,1,1,11,23.0,1328.410000006,2.090909090909091,1.986409409045665
2024,IL,Geriatric Medicine,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,1,1,12,12.0,1328.22,1.0,4.626163739346387
2024,IN,Diagnostic Radiology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,1,1,11,11.0,1300.50000003,1.0,3.5821478775190565
2023,IL,Interventional Radiology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,13,13.0,1290.6699999960001,1.0,4.2957268822066474
2023,IL,Certified Nurse Midwife,99204,"New patient office or other outpatient visit, 45-59 minutes",O,1,1,11,11.0,1285.7600000300001,1.0,1.9559255784562009
2023,IL,Obstetrics & Gynecology,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,2,2,97,114.0,1280.440000005,1.2023809523809523,4.622978603636397
2024,IL,General Practice,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,1,1,12,12.0,1271.46,1.0,4.1122340703115485
2023,IL,Peripheral Vascular Disease,99203,"New patient office or other outpatient visit, 30-44 minutes",O,1,1,14,14.0,1257.229999998,1.0,3.183820703214588
2024,IL,Addiction Medicine,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,1,1,28,28.0,1251.849999988,1.0,1.011648593888926
2023,IL,Cardiac Surgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,1,1,26,27.0,1235.4199999920002,1.0384615384615385,4.07215173644752
2024,IN,Oral Surgery (Dentist only),99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,1,1,12,13.0,1232.79,1.0833333333333333,2.2762819435389012
2023,IL,Maxillofacial Surgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,1,1,13,15.0,1202.73,1.1538461538461537,5.208164008570003
2024,IN,Colorectal Surgery (Proctology),99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,1,1,11,11.0,1176.4799999699999,1.0,2.00653701144664
2023,IN,Oral Surgery (Dentist only),99203,"New patient office or other outpatient visit, 30-44 minutes",O,1,1,16,16.0,1153.88,1.0,1.1095031355523395
2024,IL,Diagnostic Radiology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,17,17.0,1147.059999999,1.0,1.0030087238947551
2023,IN,Oral Surgery (Dentist only),99214,"Established patient office or other outpatient visit, 30-39 minutes",O,1,1,12,12.0,1135.8000000000002,1.0,2.5451076128461994
2023,IN,Hematopoietic Cell Transplantation and Cellular Therapy,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,22,23.0,1131.229999989,1.0454545454545454,2.0770038108049484
2023,IL,Pediatric Medicine,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,4,4,111,121.0,1123.7099999903999,1.0658422459893049,6.346846334714994
2023,IL,Diagnostic Radiology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,11,11.0,1122.3499999800001,1.0,1.6854302023222618
2023,IL,Endocrinology,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,2,2,85,98.0,1111.1700000156002,1.12,2.536270360820262
2024,IN,Interventional Pain Management,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,19,19.0,1105.23,1.0,2.054513080399945
2023,IL,Ophthalmology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,1,1,16,20.0,1099.6200000000001,1.25,2.4090110033205288
2024,IL,Certified Registered Nurse Anesthetist (CRNA),99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,1,1,13,13.0,1088.389999996,1.0,2.009169224173924
2023,IN,Interventional Radiology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,1,1,11,11.0,1087.24,1.0,2.5632758342737385
2024,IN,Thoracic Surgery,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,1,1,18,18.0,1078.599999996,1.0,2.406701533541323
2024,IL,Endocrinology,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,2,2,93,102.0,1077.800000016,1.0891181988742964,2.5395956530980532
2024,IN,Pediatric Medicine,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,1,1,14,14.0,1063.819999998,1.0,1.7598811004260073
2023,IL,Pediatric Medicine,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,2,2,24,26.0,1054.8200000000002,1.0833333333333333,4.886043751984226
2023,IL,Maxillofacial Surgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,1,1,16,20.0,1054.69,1.25,5.200701088986582
2023,IN,Dentist,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,1,1,17,19.0,1052.719999991,1.1176470588235294,3.977307167314457
2023,IL,Maxillofacial Surgery,99203,"New patient office or other outpatient visit, 30-44 minutes",F,1,1,15,15.0,1041.6,1.0,5.1008152296496645
